model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
OCDC__Size-640x640_Epoch-112_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,112,0.1689656671640391,0.9353138747442341,54638033,267169800,11527071,10729096,2024-10-13 22:22:55.788334,126530.11115026474,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-112_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,112,0.18577007436510434,0.9071400146484371,4178596,62703023,6752299,94082,2024-10-13 22:22:55.788365,126530.11115026474,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-113_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,113,0.16887268482172485,0.9309990786597852,52899858,267423409,12804330,10936403,2024-10-13 22:41:50.981763,127665.30459308624,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-113_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,113,0.1734243781008344,0.9135213487413195,4660081,62692021,6270814,105084,2024-10-13 22:41:50.981794,127665.30459308624,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-114_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,114,0.15769294098115227,0.9372123849051344,54796397,267664645,11305154,10297804,2024-10-13 23:00:46.625101,128800.94793176651,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-114_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,114,0.19137225826206203,0.9207113850911458,5323776,62558433,5607119,238672,2024-10-13 23:00:46.625131,128800.94793176651,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-115_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,115,0.15628679859690323,0.9389158470517113,55128278,267918864,11013795,10003063,2024-10-13 23:19:35.229549,129929.55237746239,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-115_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,115,0.15536773049292,0.9472839355468748,7638431,62202919,3292464,594186,2024-10-13 23:19:35.229580,129929.55237746239,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-116_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,116,0.17096032807981135,0.9322262282598589,53739160,267006325,11684525,11633990,2024-10-13 23:38:25.908827,131060.23165631294,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-116_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,116,0.15232241615691844,0.9341858723958334,6359341,62516315,4571554,280790,2024-10-13 23:38:25.908857,131060.23165631294,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-117_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,117,0.16052019443231985,0.9383209896995903,54975504,267866969,10811816,10409711,2024-10-13 23:57:14.093262,132188.41609334946,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-117_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,117,0.13847176819819854,0.9440472683376734,7223305,62379412,3707590,417693,2024-10-13 23:57:14.093296,132188.41609334946,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-118_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,118,0.15526497886291638,0.9402479335239966,55237189,268268276,10868620,9689915,2024-10-14 00:15:59.945609,133314.2684392929,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-118_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,118,0.1822783761741852,0.9288376193576389,5982779,62498561,4948116,298544,2024-10-14 00:15:59.945639,133314.2684392929,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-119_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,119,0.15295338345112258,0.9395389520554313,54784392,268477138,10911155,9891315,2024-10-14 00:34:55.534644,134449.85747480392,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-119_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,119,0.1624054023559438,0.9429586588541664,7036069,62486387,3894826,310718,2024-10-14 00:34:55.534677,134449.85747480392,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-120_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,120,0.17190187555977554,0.930809273856027,53681375,266576587,12214179,11591859,2024-10-14 00:53:48.904395,135583.2272248268,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-120_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,120,0.3051311083901156,0.8995368381076391,3628740,62692312,7302155,104793,2024-10-14 00:53:48.904427,135583.2272248268,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-121_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,121,0.1577162474583366,0.9393314267113093,54498000,268692128,11304369,9569503,2024-10-14 01:12:40.890490,136715.21332001686,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-121_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,121,0.138686741626912,0.948444322374132,7660560,62266343,3270335,530762,2024-10-14 01:12:40.890521,136715.21332001686,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-122_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,122,0.1522432819669207,0.9401083141508572,54989844,268467583,10915712,9690861,2024-10-14 01:31:30.749533,137845.0723619461,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-122_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,122,0.1422611475847791,0.9457595350477433,7272688,62456271,3658207,340834,2024-10-14 01:31:30.749564,137845.0723619461,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-123_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,123,0.149655184166754,0.9411761009579617,55814122,268010692,10488996,9750190,2024-10-14 01:50:24.435933,138978.7587633133,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-123_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,123,0.1727149369111026,0.9336006537543402,6251138,62581371,4679757,215734,2024-10-14 01:50:24.435963,138978.7587633133,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-124_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,124,0.1482225340054096,0.9423167433965776,55774717,268442551,10310767,9535965,2024-10-14 02:09:14.695066,140109.01789736748,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-124_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,124,0.1642555443660563,0.9408859320746528,6952203,62417435,3978692,379670,2024-10-14 02:09:14.695097,140109.01789736748,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-125_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,125,0.1561757633448343,0.9387359154110868,55463729,267521505,10699557,10379209,2024-10-14 02:28:07.525944,141241.84877371788,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-125_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,125,0.13618663510472592,0.9473480631510417,7383242,62462836,3547653,334269,2024-10-14 02:28:07.525975,141241.84877371788,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-126_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,126,0.1566833082061965,0.9394685756138396,54967501,268269815,10914883,9911801,2024-10-14 02:47:00.960061,142375.28289151192,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-126_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,126,0.15962759859652983,0.9368841145833334,6531969,62542623,4398926,254482,2024-10-14 02:47:00.960092,142375.28289151192,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-127_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,127,0.1620709088245002,0.9353442905970983,53786800,268031498,12158287,10087415,2024-10-14 03:05:53.228631,143507.55146098137,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-127_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,127,0.1280509442977038,0.9480380995008681,7483162,62413791,3447733,383314,2024-10-14 03:05:53.228662,143507.55146098137,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-128_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,128,0.1530482322008105,0.9386607811337423,55550767,267408616,10192370,10912247,2024-10-14 03:24:38.647075,144632.9699048996,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-128_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,128,0.16831772788266083,0.9273357747395833,5686688,62683924,5244207,113181,2024-10-14 03:24:38.647107,144632.9699048996,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-129_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,129,0.15476499589397766,0.9405854317801345,55977567,267644019,10152541,10289873,2024-10-14 03:43:29.906068,145764.22889828682,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-129_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,129,0.16515127752031225,0.9258312581380207,5665681,62594006,5265214,203099,2024-10-14 03:43:29.906099,145764.22889828682,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-130_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,130,0.1465378906701517,0.9453937901088165,55722459,269553510,10082461,8705570,2024-10-14 04:02:13.388222,146887.71105241776,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-130_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,130,0.12137699862554048,0.9511487494574654,8019587,62106708,2911308,690397,2024-10-14 04:02:13.388253,146887.71105241776,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-131_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,131,0.1542172488573193,0.9376996459960949,54919401,267709290,11079834,10355475,2024-10-14 04:21:00.619890,148014.94271993637,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-131_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,131,0.15559004428052706,0.9411484510633679,7162061,62226932,3768834,570173,2024-10-14 04:21:00.619919,148014.94271993637,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-132_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,132,0.1551457115156587,0.9410852748325904,55188643,268604921,10696025,9574411,2024-10-14 04:39:54.046591,149148.36942076683,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-132_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,132,0.15221183694569237,0.9397918158637152,6845147,62443824,4085748,353281,2024-10-14 04:39:54.046622,149148.36942076683,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-133_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,133,0.14518063570299308,0.9443025628952764,55673528,269226989,10295744,8867739,2024-10-14 04:58:43.528577,150277.8514070511,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-133_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,133,0.12567344094180347,0.9499779324001736,7877162,62162811,3053733,634294,2024-10-14 04:58:43.528609,150277.8514070511,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
