model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,transformations
ORCA__Size-640x640_Epoch-85_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,85,0.08670535624544891,0.8825253016342538,618365265,892992497,92117382,109062456,2024-09-04 17:13:36.379501,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-85_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,85,0.10939234958465938,0.8482783863465203,658710735,898234345,96869653,181602867,2024-09-04 17:13:36.379569,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-86_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,86,0.08696639309899781,0.8817821932785634,617751744,892333417,92547623,109904816,2024-09-04 19:26:15.416377,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-86_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,86,0.11429924294426444,0.8414824130486718,662647404,881824227,92932984,198012985,2024-09-04 19:26:15.416485,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-87_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,87,0.08848497941450739,0.8792360944367029,613160200,892564671,97399331,109413398,2024-09-04 21:39:30.517922,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-87_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,87,0.11017535464786239,0.8472033754062313,668099785,886872201,87480603,192965011,2024-09-04 21:39:30.517987,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-88_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,88,0.08626185632039052,0.8825737630519791,615881552,895559202,94797774,106299072,2024-09-04 23:52:10.443636,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-88_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,88,0.1066999587277726,0.8519250719836176,651577366,912060905,104003022,167776307,2024-09-04 23:52:10.443702,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-89_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,89,0.08741743617043353,0.880744571681227,613102694,895205501,97301324,106928081,2024-09-05 02:05:01.229799,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-89_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,89,0.10641651498021439,0.8533390738979502,652446576,913786979,103133812,166050233,2024-09-05 02:05:01.229881,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
